filial_venda;ano_mes;venda_mensal;venda_anterior;crescimento_percentual;crescimento_percentual_br;rank_crescimento
700;2022-11;54249.8;42527.37;27.56;27,56;2
700;2022-08;42285.27;33633.59;25.72;25,72;3
700;2023-05;46828.13;39027.31;19.99;19,99;4
700;2022-10;42527.37;37542.09;13.28;13,28;5
701;2023-06;20617.84;11766.8;75.22;75,22;1
701;2022-11;16679.49;12583.21;32.55;32,55;2
701;2023-05;11766.8;11235.23;4.73;4,73;3
701;2023-02;13888.67;13826.65;0.45;0,45;4
701;2022-10;12583.21;12655.69;-0.57;-0,57;5
702;2022-11;67262.75;48789.08;37.86;37,86;1
702;2023-05;73932.96;55371.99;33.52;33,52;2
702;2023-03;67007.51;60490.76;10.77;10,77;3
702;2022-10;48789.08;48135.21;1.36;1,36;4
702;2023-02;60490.76;59817.51;1.13;1,13;5
703;2022-09;40560.33;25429.44;59.5;59,50;1
703;2022-11;38662.12;28674.5;34.83;34,83;2
703;2023-05;26943.87;22150.6;21.64;21,64;3
703;2023-01;29020.86;25235.77;15.0;15,00;4
703;2023-03;27524.85;25661.75;7.26;7,26;5
704;2022-10;29503.02;13151.01;124.34;124,34;1
704;2023-03;28681.49;16842.74;70.29;70,29;2
704;2023-05;35518.27;27705.72;28.2;28,20;3
704;2022-11;37637.43;29503.02;27.57;27,57;4
704;2023-06;34407.42;35518.27;-3.13;-3,13;5
706;2022-11;111207.9;67930.54;63.71;63,71;1
706;2022-10;67930.54;48718.2;39.44;39,44;2
706;2023-04;77844.42;66988.11;16.21;16,21;3
706;2023-03;66988.11;61636.39;8.68;8,68;4
706;2023-01;81621.05;78316.66;4.22;4,22;5
707;2022-11;51252.06;37232.99;37.65;37,65;1
707;2023-03;44879.45;33421.73;34.28;34,28;2
707;2022-10;37232.99;30761.12;21.04;21,04;3
707;2023-01;36983.55;30922.68;19.6;19,60;4
707;2022-08;38003.43;35887.35;5.9;5,90;5
708;2022-11;42011.83;24210.42;73.53;73,53;1
708;2023-03;29370.48;18189.99;61.47;61,47;2
708;2023-06;29133.68;22064.45;32.04;32,04;3
708;2023-01;33606.26;26725.36;25.75;25,75;4
708;2022-10;24210.42;20734.23;16.77;16,77;5
709;2023-03;39444.96;28047.09;40.64;40,64;1
709;2022-11;48435.57;37482.43;29.22;29,22;2
709;2022-08;35235.61;27325.33;28.95;28,95;3
709;2022-10;37482.43;32537.29;15.2;15,20;4
709;2023-05;41445.02;38013.58;9.03;9,03;5
710;2022-11;50336.47;28272.46;78.04;78,04;1
710;2023-05;38241.34;33124.45;15.45;15,45;2
710;2023-03;31034.7;27993.43;10.86;10,86;3
710;2022-10;28272.46;25787.85;9.63;9,63;4
710;2023-04;33124.45;31034.7;6.73;6,73;5
711;2023-05;30781.17;13615.82;126.07;126,07;1
711;2022-11;42671.75;25719.07;65.91;65,91;2
711;2023-03;19459.25;16463.12;18.2;18,20;3
711;2022-10;25719.07;22029.05;16.75;16,75;4
711;2022-09;22029.05;20065.69;9.78;9,78;5
712;2022-11;159164.15;110315.26;44.28;44,28;1
712;2022-10;110315.26;81430.13;35.47;35,47;2
712;2023-03;98391.55;84750.34;16.1;16,10;3
712;2023-01;123701.32;115685.7;6.93;6,93;4
712;2023-04;103766.25;98391.55;5.46;5,46;5
713;2022-11;58505.7;41512.01;40.94;40,94;1
713;2023-05;41152.78;31849.82;29.21;29,21;2
713;2023-04;31849.82;26647.82;19.52;19,52;3
713;2022-10;41512.01;36548.24;13.58;13,58;4
713;2023-01;42630.74;40119.69;6.26;6,26;5
714;2023-01;57509.42;46094.23;24.76;24,76;1
714;2023-05;57783.42;48048.26;20.26;20,26;2
714;2022-11;65760.24;56022.56;17.38;17,38;3
714;2023-02;61754.68;57509.42;7.38;7,38;4
714;2022-10;56022.56;53800.8;4.13;4,13;5
715;2023-06;28449.22;21394.85;32.97;32,97;1
715;2022-12;32445.41;24425.96;32.83;32,83;2
715;2023-03;24669.93;18793.42;31.27;31,27;3
715;2022-10;22650.1;18635.49;21.54;21,54;4
715;2022-08;26706.77;23178.19;15.22;15,22;5
716;2023-05;45178.98;27325.08;65.34;65,34;1
716;2022-11;56146.84;36502.89;53.81;53,81;2
716;2023-04;27325.08;25743.78;6.14;6,14;3
716;2022-09;39443.32;37892.07;4.09;4,09;4
716;2023-01;43226.2;42179.69;2.48;2,48;5
717;2022-11;61549.84;20720.24;197.05;197,05;1
717;2023-03;33030.83;21789.54;51.59;51,59;2
717;2023-05;36119.98;26930.26;34.12;34,12;3
717;2022-10;20720.24;19984.23;3.68;3,68;4
717;2022-08;27935.41;29151.53;-4.17;-4,17;5
718;2023-03;67584.76;33603.81;101.12;101,12;1
718;2023-05;78667.58;58218.69;35.12;35,12;2
718;2022-11;85415.86;64570.25;32.28;32,28;3
718;2022-09;68291.0;52247.88;30.71;30,71;4
718;2022-10;64570.25;68291.0;-5.45;-5,45;5
719;2023-03;24832.95;13999.33;77.39;77,39;1
719;2023-05;20194.34;13393.63;50.78;50,78;2
719;2022-12;27165.77;18675.69;45.46;45,46;3
719;2022-08;19709.91;18088.12;8.97;8,97;4
719;2022-10;20165.15;18674.78;7.98;7,98;5
720;2022-11;52836.1;30986.24;70.51;70,51;1
720;2023-04;41140.53;27250.87;50.97;50,97;2
720;2023-03;27250.87;19272.58;41.4;41,40;3
720;2022-08;35811.32;26185.03;36.76;36,76;4
720;2022-09;43711.24;35811.32;22.06;22,06;5
721;2022-11;96318.14;60684.17;58.72;58,72;1
721;2022-10;60684.17;46596.64;30.23;30,23;2
721;2023-05;65891.74;52636.14;25.18;25,18;3
721;2023-03;53127.89;47485.94;11.88;11,88;4
721;2023-04;52636.14;53127.89;-0.93;-0,93;5
722;2022-12;29658.07;22055.43;34.47;34,47;1
722;2022-10;24446.81;18762.41;30.3;30,30;2
722;2023-03;25133.87;21603.01;16.34;16,34;3
722;2022-08;22165.76;20102.99;10.26;10,26;4
722;2023-04;27104.85;25133.87;7.84;7,84;5
723;2023-05;13177.43;6733.17;95.71;95,71;1
723;2022-09;11202.1;7460.62;50.15;50,15;2
723;2023-02;13938.21;10526.87;32.41;32,41;3
723;2022-10;13864.78;11202.1;23.77;23,77;4
723;2022-12;17162.99;15349.67;11.81;11,81;5
724;2022-10;36766.13;24975.16;47.21;47,21;1
724;2023-05;36729.05;29446.97;24.73;24,73;2
724;2022-11;43665.31;36766.13;18.77;18,77;3
724;2023-03;33970.6;30841.47;10.15;10,15;4
724;2023-02;30841.47;29824.03;3.41;3,41;5
725;2023-01;5323.09;2395.59;122.2;122,20;1
725;2023-05;7561.28;3837.91;97.02;97,02;2
725;2022-11;10869.76;6990.66;55.49;55,49;3
725;2022-09;8543.28;6183.19;38.17;38,17;4
725;2023-02;5861.31;5323.09;10.11;10,11;5
726;2022-11;85916.34;43195.69;98.9;98,90;1
726;2023-03;61197.98;49811.11;22.86;22,86;2
726;2023-05;53273.28;45524.66;17.02;17,02;3
726;2023-01;54729.19;51660.99;5.94;5,94;4
726;2022-10;43195.69;41478.33;4.14;4,14;5
727;2023-06;16395.28;11514.68;42.39;42,39;1
727;2022-08;10686.6;7763.04;37.66;37,66;2
727;2022-09;12790.14;10686.6;19.68;19,68;3
727;2022-11;16155.25;13772.42;17.3;17,30;4
727;2023-03;15348.42;13419.78;14.37;14,37;5
728;2022-09;53480.77;35139.43;52.2;52,20;1
728;2022-10;73788.76;53480.77;37.97;37,97;2
728;2023-04;61002.54;50770.66;20.15;20,15;3
728;2023-05;72192.71;61002.54;18.34;18,34;4
728;2023-03;50770.66;44478.39;14.15;14,15;5
730;2022-10;44171.56;27133.93;62.79;62,79;1
730;2023-04;36273.14;27857.2;30.21;30,21;2
730;2023-05;43788.14;36273.14;20.72;20,72;3
730;2023-02;29391.78;27047.23;8.67;8,67;4
730;2022-08;29179.48;29894.82;-2.39;-2,39;5
731;2022-08;22254.71;11206.05;98.6;98,60;1
731;2023-03;20872.75;11414.71;82.86;82,86;2
731;2023-05;24690.35;19040.34;29.67;29,67;3
731;2023-02;11414.71;9300.42;22.73;22,73;4
731;2023-01;9300.42;8755.93;6.22;6,22;5
732;2022-11;95632.67;73650.4;29.85;29,85;1
732;2023-03;105908.63;85117.66;24.43;24,43;2
732;2023-01;96667.34;84956.73;13.78;13,78;3
732;2022-09;70816.41;65234.38;8.56;8,56;4
732;2022-10;73650.4;70816.41;4.0;4,00;5
733;2023-04;46219.53;29672.92;55.76;55,76;1
733;2022-10;41493.14;27581.75;50.44;50,44;2
733;2022-11;49384.46;41493.14;19.02;19,02;3
733;2023-02;35274.75;34772.65;1.44;1,44;4
733;2023-06;35949.87;36061.62;-0.31;-0,31;5
734;2022-12;18545.67;11771.76;57.54;57,54;1
734;2023-04;9087.27;6144.25;47.9;47,90;2
734;2023-06;12900.61;10359.66;24.53;24,53;3
734;2022-11;11771.76;9469.49;24.31;24,31;4
734;2023-02;8502.61;7378.37;15.24;15,24;5
736;2023-03;20247.85;12607.59;60.6;60,60;1
736;2022-10;27384.77;18156.47;50.83;50,83;2
736;2022-11;29628.43;27384.77;8.19;8,19;3
736;2022-12;30613.77;29628.43;3.33;3,33;4
736;2023-05;17385.41;17562.26;-1.01;-1,01;5
737;2022-11;26799.22;15404.44;73.97;73,97;1
737;2023-03;15554.85;11396.79;36.48;36,48;2
737;2023-05;24684.89;18440.87;33.86;33,86;3
737;2022-08;16007.1;13479.66;18.75;18,75;4
737;2023-04;18440.87;15554.85;18.55;18,55;5
739;2022-11;29592.65;19949.93;48.33;48,33;1
739;2023-04;26875.04;19004.32;41.42;41,42;2
739;2022-09;20400.99;14899.2;36.93;36,93;3
739;2023-03;19004.32;16252.96;16.93;16,93;4
739;2022-10;19949.93;20400.99;-2.21;-2,21;5
740;2022-11;63872.63;36992.86;72.66;72,66;1
740;2022-09;36737.51;34181.4;7.48;7,48;2
740;2023-05;33466.05;31364.64;6.7;6,70;3
740;2022-10;36992.86;36737.51;0.7;0,70;4
740;2023-01;46544.14;48455.88;-3.95;-3,95;5
741;2023-03;13289.23;5125.03;159.3;159,30;1
741;2022-11;12029.25;5297.45;127.08;127,08;2
741;2022-10;5297.45;3411.95;55.26;55,26;3
741;2023-01;13171.72;9769.35;34.83;34,83;4
741;2023-06;13322.47;9916.57;34.35;34,35;5
742;2022-11;93855.06;68830.49;36.36;36,36;1
742;2023-04;66575.09;57233.56;16.32;16,32;2
742;2023-05;74731.96;66575.09;12.25;12,25;3
742;2023-01;81343.4;76614.91;6.17;6,17;4
742;2022-10;68830.49;67590.96;1.83;1,83;5
743;2023-03;38432.87;18729.89;105.2;105,20;1
743;2022-11;51953.48;36607.82;41.92;41,92;2
743;2023-06;41568.46;35344.51;17.61;17,61;3
743;2023-05;35344.51;33227.51;6.37;6,37;4
743;2022-09;39864.53;41124.08;-3.06;-3,06;5
744;2022-11;86924.82;48716.09;78.43;78,43;1
744;2022-10;48716.09;34668.84;40.52;40,52;2
744;2022-08;41203.61;32413.54;27.12;27,12;3
744;2023-04;60064.97;52492.64;14.43;14,43;4
744;2023-05;66870.12;60064.97;11.33;11,33;5
746;2023-03;31519.41;19162.77;64.48;64,48;1
746;2022-10;42360.17;32963.32;28.51;28,51;2
746;2022-11;51264.5;42360.17;21.02;21,02;3
746;2023-05;31360.6;28462.74;10.18;10,18;4
746;2022-09;32963.32;30308.82;8.76;8,76;5
747;2022-10;34962.17;21179.86;65.07;65,07;1
747;2023-03;35836.92;25836.03;38.71;38,71;2
747;2022-11;47365.62;34962.17;35.48;35,48;3
747;2023-05;45801.2;35572.84;28.75;28,75;4
747;2022-08;35591.03;33330.81;6.78;6,78;5
748;2023-05;63183.87;40751.44;55.05;55,05;1
748;2022-11;62985.17;43720.83;44.06;44,06;2
748;2023-02;47093.09;42436.34;10.97;10,97;3
748;2023-03;49199.68;47093.09;4.47;4,47;4
748;2022-12;64471.77;62985.17;2.36;2,36;5
750;2022-11;116611.92;73508.59;58.64;58,64;1
750;2023-03;79532.52;64820.75;22.7;22,70;2
750;2023-04;90735.12;79532.52;14.09;14,09;3
750;2023-05;98954.99;90735.12;9.06;9,06;4
750;2023-06;102318.46;98954.99;3.4;3,40;5
751;2022-11;21649.6;14596.49;48.32;48,32;1
751;2023-04;11209.06;7984.84;40.38;40,38;2
751;2022-10;14596.49;11006.83;32.61;32,61;3
751;2023-02;15384.89;11988.76;28.33;28,33;4
751;2023-05;14348.08;11209.06;28.0;28,00;5
752;2023-01;55257.44;44767.11;23.43;23,43;1
752;2022-10;49399.49;40552.0;21.82;21,82;2
752;2023-06;41115.67;34040.06;20.79;20,79;3
752;2023-03;39875.15;35781.61;11.44;11,44;4
752;2022-09;40552.0;40254.21;0.74;0,74;5
753;2022-11;12013.49;4256.7;182.23;182,23;1
753;2023-06;10377.22;4325.86;139.89;139,89;2
753;2023-03;7374.47;3136.4;135.13;135,13;3
753;2023-04;8301.48;7374.47;12.57;12,57;4
753;2022-08;10601.33;9808.85;8.08;8,08;5
754;2023-03;23975.62;13203.66;81.58;81,58;1
754;2022-11;42858.78;24211.26;77.02;77,02;2
754;2023-04;30050.88;23975.62;25.34;25,34;3
754;2023-06;29116.32;25919.13;12.34;12,34;4
754;2022-10;24211.26;23327.42;3.79;3,79;5
755;2023-04;4669.55;2373.29;96.75;96,75;1
755;2023-05;6920.57;4669.55;48.21;48,21;2
755;2023-02;5025.88;4326.94;16.15;16,15;3
755;2022-11;6544.56;5940.07;10.18;10,18;4
755;2023-06;6609.52;6920.57;-4.49;-4,49;5
756;2022-08;7462.86;2094.4;256.32;256,32;1
756;2022-12;6752.02;3314.63;103.7;103,70;2
756;2023-02;3880.67;1961.73;97.82;97,82;3
756;2023-05;6429.87;4087.4;57.31;57,31;4
756;2023-04;4087.4;3114.12;31.25;31,25;5
757;2022-11;31697.22;13952.84;127.17;127,17;1
757;2022-08;15460.94;12639.58;22.32;22,32;2
757;2023-06;17609.42;15133.15;16.36;16,36;3
757;2022-10;13952.84;12502.32;11.6;11,60;4
757;2023-02;15812.98;14323.96;10.4;10,40;5
758;2022-11;64742.32;32268.07;100.64;100,64;1
758;2023-05;66379.34;55087.32;20.5;20,50;2
758;2023-04;55087.32;46748.93;17.84;17,84;3
758;2023-03;46748.93;40854.22;14.43;14,43;4
758;2022-09;48765.89;46569.14;4.72;4,72;5
759;2022-10;12918.28;6471.43;99.62;99,62;1
759;2022-11;24748.36;12918.28;91.58;91,58;2
759;2023-04;15866.25;12866.16;23.32;23,32;3
759;2023-02;12667.5;11839.46;6.99;6,99;4
759;2023-06;14276.66;13958.43;2.28;2,28;5
760;2023-05;22617.64;12131.41;86.44;86,44;1
760;2022-08;17048.9;10363.95;64.5;64,50;2
760;2023-03;15310.42;11029.56;38.81;38,81;3
760;2022-10;14700.33;12298.57;19.53;19,53;4
760;2022-12;20320.96;17013.32;19.44;19,44;5
761;2023-04;34851.21;21119.83;65.02;65,02;1
761;2022-11;54420.75;40158.84;35.51;35,51;2
761;2022-10;40158.84;33538.55;19.74;19,74;3
761;2022-09;33538.55;30742.66;9.09;9,09;4
761;2023-01;37442.97;37623.3;-0.48;-0,48;5
762;2023-05;78384.21;67685.88;15.81;15,81;1
762;2022-11;93791.76;81883.17;14.54;14,54;2
762;2022-10;81883.17;72490.91;12.96;12,96;3
762;2022-09;72490.91;73192.65;-0.96;-0,96;4
762;2023-04;67685.88;68762.76;-1.57;-1,57;5
763;2023-06;34556.41;15933.36;116.88;116,88;1
763;2023-03;41199.77;33506.42;22.96;22,96;2
763;2022-11;38001.81;32388.46;17.33;17,33;3
763;2022-10;32388.46;29368.57;10.28;10,28;4
763;2023-01;40107.94;38105.84;5.25;5,25;5
764;2023-04;23636.03;13051.36;81.1;81,10;1
764;2022-08;17643.95;12295.49;43.5;43,50;2
764;2022-11;12704.42;8979.03;41.49;41,49;3
764;2023-02;13335.15;11909.65;11.97;11,97;4
764;2023-06;20128.06;18110.83;11.14;11,14;5
765;2022-10;8973.58;3250.49;176.07;176,07;1
765;2023-05;11660.45;5806.92;100.8;100,80;2
765;2023-04;5806.92;3357.21;72.97;72,97;3
765;2022-08;4578.65;2650.6;72.74;72,74;4
765;2022-11;11263.36;8973.58;25.52;25,52;5
766;2023-02;35898.58;20804.27;72.55;72,55;1
766;2022-10;29682.92;22772.46;30.35;30,35;2
766;2023-04;25646.5;21008.55;22.08;22,08;3
766;2022-11;35800.61;29682.92;20.61;20,61;4
766;2023-06;28750.49;24813.39;15.87;15,87;5
767;2023-02;26192.22;15523.85;68.72;68,72;1
767;2023-03;37968.26;26192.22;44.96;44,96;2
767;2022-11;38507.95;30253.43;27.28;27,28;3
767;2022-10;30253.43;26539.36;13.99;13,99;4
767;2022-09;26539.36;25346.28;4.71;4,71;5
768;2022-11;47089.69;30627.02;53.75;53,75;1
768;2023-03;29279.74;23940.04;22.3;22,30;2
768;2022-09;44307.93;36674.72;20.81;20,81;3
768;2023-04;33316.32;29279.74;13.79;13,79;4
768;2023-06;30559.9;31385.92;-2.63;-2,63;5
769;2022-10;17807.28;9846.81;80.84;80,84;1
769;2023-03;12593.46;9682.72;30.06;30,06;2
769;2023-06;11390.59;8962.39;27.09;27,09;3
769;2023-05;8962.39;7491.77;19.63;19,63;4
769;2022-11;19916.84;17807.28;11.85;11,85;5
770;2022-11;29576.74;19740.03;49.83;49,83;1
770;2022-10;19740.03;14162.8;39.38;39,38;2
770;2023-04;18472.49;14097.69;31.03;31,03;3
770;2023-05;23180.3;18472.49;25.49;25,49;4
770;2022-08;26065.39;26133.11;-0.26;-0,26;5
771;2023-04;20457.75;12919.11;58.35;58,35;1
771;2022-11;27921.94;18770.36;48.76;48,76;2
771;2023-05;27661.28;20457.75;35.21;35,21;3
771;2022-10;18770.36;16508.4;13.7;13,70;4
771;2023-02;20875.24;21835.6;-4.4;-4,40;5
772;2022-11;82853.31;58768.82;40.98;40,98;1
772;2023-03;56428.31;42151.06;33.87;33,87;2
772;2023-06;68958.41;57506.22;19.91;19,91;3
772;2023-05;57506.22;49051.16;17.24;17,24;4
772;2022-10;58768.82;55501.1;5.89;5,89;5
774;2022-11;59907.83;34005.87;76.17;76,17;1
774;2023-04;39415.21;33062.41;19.21;19,21;2
774;2023-05;46216.5;39415.21;17.26;17,26;3
774;2022-10;34005.87;30089.67;13.02;13,02;4
774;2023-03;33062.41;31910.3;3.61;3,61;5
775;2023-06;24056.6;19108.42;25.9;25,90;1
775;2023-05;19108.42;16003.15;19.4;19,40;2
775;2023-04;16003.15;13861.75;15.45;15,45;3
775;2022-12;20501.94;18188.39;12.72;12,72;4
775;2022-10;18950.02;17563.04;7.9;7,90;5
776;2022-11;72560.8;45136.73;60.76;60,76;1
776;2022-10;45136.73;37019.73;21.93;21,93;2
776;2023-05;60501.67;52709.86;14.78;14,78;3
776;2022-08;44439.62;42019.44;5.76;5,76;4
776;2023-03;61246.72;59773.77;2.46;2,46;5
777;2023-06;14737.24;7546.87;95.28;95,28;1
777;2022-10;14839.98;9423.67;57.48;57,48;2
777;2023-01;21553.01;14164.46;52.16;52,16;3
777;2022-11;22514.55;14839.98;51.72;51,72;4
777;2023-03;8578.66;6936.52;23.67;23,67;5
778;2022-11;23331.29;13429.99;73.73;73,73;1
778;2023-01;27999.21;22433.44;24.81;24,81;2
778;2023-03;20508.67;16984.41;20.75;20,75;3
778;2023-05;14443.45;13661.77;5.72;5,72;4
778;2022-08;30778.94;31410.09;-2.01;-2,01;5
779;2022-11;41083.66;16207.95;153.48;153,48;1
779;2023-04;35436.0;26746.16;32.49;32,49;2
779;2023-03;26746.16;22903.64;16.78;16,78;3
779;2022-09;25265.04;26618.51;-5.08;-5,08;4
779;2023-01;26422.43;27983.02;-5.58;-5,58;5
780;2022-10;75641.99;60736.74;24.54;24,54;1
780;2023-01;93636.53;76946.26;21.69;21,69;2
780;2023-03;74705.42;67079.11;11.37;11,37;3
780;2023-04;82401.45;74705.42;10.3;10,30;4
780;2022-11;83159.89;75641.99;9.94;9,94;5
781;2022-10;21128.97;9959.19;112.16;112,16;1
781;2022-11;39199.32;21128.97;85.52;85,52;2
781;2023-03;22000.12;15270.89;44.07;44,07;3
781;2023-01;25757.35;21742.43;18.47;18,47;4
781;2023-06;19813.94;18024.0;9.93;9,93;5
782;2022-11;91290.22;54383.57;67.86;67,86;1
782;2023-03;79617.91;61212.67;30.07;30,07;2
782;2023-05;82359.9;71785.61;14.73;14,73;3
782;2022-10;54383.57;49238.87;10.45;10,45;4
782;2022-09;49238.87;49185.78;0.11;0,11;5
783;2023-01;21704.42;12225.96;77.53;77,53;1
783;2023-04;14363.6;8723.36;64.66;64,66;2
783;2022-10;26064.56;17296.82;50.69;50,69;3
783;2023-05;18741.7;14363.6;30.48;30,48;4
783;2022-09;17296.82;14343.13;20.59;20,59;5
784;2022-11;64068.08;41998.86;52.55;52,55;1
784;2023-06;49995.15;34851.89;43.45;43,45;2
784;2022-10;41998.86;31288.18;34.23;34,23;3
784;2023-05;34851.89;29425.06;18.44;18,44;4
784;2023-03;38460.39;38898.91;-1.13;-1,13;5
785;2023-06;69365.63;44500.17;55.88;55,88;1
785;2022-11;116354.94;78954.63;47.37;47,37;2
785;2023-03;71867.96;48823.41;47.2;47,20;3
785;2022-10;78954.63;59001.76;33.82;33,82;4
785;2023-01;65305.89;73106.07;-10.67;-10,67;5
786;2023-05;63802.5;48691.72;31.03;31,03;1
786;2022-10;50303.99;40353.43;24.66;24,66;2
786;2022-11;58891.3;50303.99;17.07;17,07;3
786;2023-04;48691.72;43821.05;11.11;11,11;4
786;2023-03;43821.05;43366.76;1.05;1,05;5
787;2022-10;7589.62;3843.42;97.47;97,47;1
787;2023-02;7424.19;5475.21;35.6;35,60;2
787;2023-03;9569.38;7424.19;28.89;28,89;3
787;2023-06;11700.62;9236.83;26.67;26,67;4
787;2022-11;8309.08;7589.62;9.48;9,48;5
788;2023-03;71708.48;58776.74;22.0;22,00;1
788;2022-11;88713.32;73416.9;20.84;20,84;2
788;2022-10;73416.9;66576.75;10.27;10,27;3
788;2023-01;66865.59;63019.03;6.1;6,10;4
788;2022-09;66576.75;64575.16;3.1;3,10;5
789;2023-05;18403.64;15254.47;20.64;20,64;1
789;2022-12;19973.52;16778.74;19.04;19,04;2
789;2022-11;16778.74;14822.38;13.2;13,20;3
789;2022-10;14822.38;13117.19;13.0;13,00;4
789;2022-09;13117.19;11802.89;11.14;11,14;5
790;2022-11;46078.18;29804.34;54.6;54,60;1
790;2023-04;32539.48;24688.38;31.8;31,80;2
790;2022-08;29246.02;25211.92;16.0;16,00;3
790;2022-10;29804.34;27809.08;7.17;7,17;4
790;2023-03;24688.38;24749.47;-0.25;-0,25;5
791;2023-06;20055.16;10414.38;92.57;92,57;1
791;2022-09;14858.41;11096.39;33.9;33,90;2
791;2023-01;19320.41;15652.82;23.43;23,43;3
791;2023-04;18488.87;15179.57;21.8;21,80;4
791;2022-11;15266.57;13470.43;13.33;13,33;5
792;2022-11;65320.28;48470.53;34.76;34,76;1
792;2023-04;42270.95;33067.14;27.83;27,83;2
792;2023-05;51878.04;42270.95;22.73;22,73;3
792;2023-03;33067.14;30801.8;7.35;7,35;4
792;2022-09;51449.75;51511.16;-0.12;-0,12;5
793;2022-11;12903.61;5320.47;142.53;142,53;1
793;2023-03;11231.4;5070.35;121.51;121,51;2
793;2023-01;9198.63;10353.75;-11.16;-11,16;3
793;2022-08;8768.14;10289.08;-14.78;-14,78;4
793;2023-05;5160.84;6244.96;-17.36;-17,36;5
794;2022-10;34929.81;23630.41;47.82;47,82;1
794;2022-11;46531.37;34929.81;33.21;33,21;2
794;2023-03;35441.14;26665.68;32.91;32,91;3
794;2022-08;34275.33;31456.32;8.96;8,96;4
794;2023-05;32562.1;32109.01;1.41;1,41;5
795;2022-11;18587.0;10718.94;73.4;73,40;1
795;2023-03;17613.27;11866.93;48.42;48,42;2
795;2023-06;11352.82;9139.8;24.21;24,21;3
795;2022-09;11779.53;9898.15;19.01;19,01;4
795;2023-05;9139.8;9372.8;-2.49;-2,49;5
796;2023-04;87469.51;60869.06;43.7;43,70;1
796;2022-11;134684.44;95329.25;41.28;41,28;2
796;2022-09;85314.07;71985.21;18.52;18,52;3
796;2023-05;99551.95;87469.51;13.81;13,81;4
796;2022-10;95329.25;85314.07;11.74;11,74;5
797;2022-11;17906.59;11398.42;57.1;57,10;1
797;2023-05;10288.91;6848.19;50.24;50,24;2
797;2022-10;11398.42;8579.71;32.85;32,85;3
797;2023-03;9047.74;7258.07;24.66;24,66;4
797;2023-06;10016.32;10288.91;-2.65;-2,65;5
798;2022-10;77620.36;61287.71;26.65;26,65;1
798;2022-11;94163.93;77620.36;21.31;21,31;2
798;2023-05;68002.16;58139.2;16.96;16,96;3
798;2023-03;53376.37;47678.69;11.95;11,95;4
798;2023-04;58139.2;53376.37;8.92;8,92;5
799;2023-06;29081.37;15497.16;87.66;87,66;1
799;2023-03;26995.65;17716.12;52.38;52,38;2
799;2022-11;49629.76;35806.45;38.61;38,61;3
799;2022-09;42071.07;30980.54;35.8;35,80;4
799;2023-04;28025.72;26995.65;3.82;3,82;5
800;2022-11;103406.15;86368.95;19.73;19,73;1
800;2023-04;86501.77;73904.6;17.05;17,05;2
800;2023-01;88746.62;85340.25;3.99;3,99;3
800;2023-05;87443.87;86501.77;1.09;1,09;4
800;2022-09;90033.06;89357.65;0.76;0,76;5
801;2022-10;20338.53;12106.92;67.99;67,99;1
801;2023-04;15719.52;10408.78;51.02;51,02;2
801;2022-08;9892.06;6592.71;50.05;50,05;3
801;2023-02;12026.85;9624.64;24.96;24,96;4
801;2022-12;18091.19;14514.92;24.64;24,64;5
802;2022-11;24017.82;10764.88;123.11;123,11;1
802;2022-09;10861.59;6115.34;77.61;77,61;2
802;2023-02;15750.94;10358.28;52.06;52,06;3
802;2023-06;17083.97;12277.24;39.15;39,15;4
802;2023-01;10358.28;7455.92;38.93;38,93;5
803;2022-10;25646.34;14506.34;76.79;76,79;1
803;2023-04;16601.76;10421.75;59.3;59,30;2
803;2023-01;20340.79;16762.86;21.34;21,34;3
803;2023-06;15592.07;16058.33;-2.9;-2,90;4
803;2023-05;16058.33;16601.76;-3.27;-3,27;5
804;2023-03;27076.8;17413.17;55.5;55,50;1
804;2022-10;49433.91;35992.67;37.34;37,34;2
804;2022-11;65645.32;49433.91;32.79;32,79;3
804;2023-05;40014.2;30589.04;30.81;30,81;4
804;2023-04;30589.04;27076.8;12.97;12,97;5
805;2022-11;58494.53;28950.49;102.05;102,05;1
805;2023-05;42721.86;24522.01;74.22;74,22;2
805;2022-08;38198.75;27811.16;37.35;37,35;3
805;2023-03;45490.73;35947.75;26.55;26,55;4
805;2023-02;35947.75;33461.92;7.43;7,43;5
806;2023-05;118269.2;74354.83;59.06;59,06;1
806;2022-11;179008.82;117231.79;52.7;52,70;2
806;2023-03;113380.8;76112.72;48.96;48,96;3
806;2022-10;117231.79;104047.42;12.67;12,67;4
806;2022-09;104047.42;97244.98;7.0;7,00;5
807;2023-03;38140.74;21219.6;79.74;79,74;1
807;2022-11;70354.6;41896.24;67.93;67,93;2
807;2022-09;32166.37;21147.6;52.1;52,10;3
807;2022-10;41896.24;32166.37;30.25;30,25;4
807;2023-01;36576.2;31410.12;16.45;16,45;5
808;2022-11;329693.23;209958.06;57.03;57,03;1
808;2023-05;215013.07;174802.84;23.0;23,00;2
808;2022-10;209958.06;191105.5;9.87;9,87;3
808;2022-09;191105.5;186536.21;2.45;2,45;4
808;2023-04;174802.84;174406.44;0.23;0,23;5
809;2022-11;70151.36;38260.07;83.35;83,35;1
809;2023-01;30009.12;17895.33;67.69;67,69;2
809;2023-04;48918.32;31320.38;56.19;56,19;3
809;2023-03;31320.38;21994.6;42.4;42,40;4
809;2022-10;38260.07;32255.73;18.61;18,61;5
